Date,Open,High,Low,Close,Volume
2023-10-23,7932.606111515714,7977.29685017214,7910.2607421875,7910.2607421875,50633500
2023-10-24,7843.22412109375,7932.605592559206,7843.22412109375,7843.22412109375,76963200
2023-10-25,7887.915704775528,7977.297185849471,7887.915704775528,7932.6064453125,54748400
2023-10-26,7977.296641352525,7999.642010095809,7798.53369140625,7798.53369140625,63199400
2023-10-27,7798.534335432381,7865.570447198276,7776.18896484375,7776.18896484375,52450700
2023-10-30,7776.18852621822,7910.2607421875,7776.18852621822,7910.2607421875,51958200
2023-10-31,7865.5701339285715,7887.915503627232,7798.534024832589,7820.87939453125,64907600
2023-11-01,7820.87884947311,7843.224217614462,7686.806640625,7686.806640625,67027600
2023-11-02,7798.533895546434,7954.951480843926,7798.533895546434,7910.2607421875,56050900
2023-11-03,7977.296540335323,7999.6419087956465,7910.260434954354,7954.951171875,60414100
2023-11-06,8021.987815899084,8089.023925781249,7999.6424459383625,8089.02392578125,84994200
2023-11-07,8044.334142148328,8066.6795147654075,7954.952651680013,8021.98876953125,60648200
2023-11-08,7999.641783311632,8044.33251953125,7954.951047092014,8044.33251953125,31829300
2023-11-09,7954.951047092014,8089.023255750868,7954.951047092014,8044.33251953125,46076800
2023-11-10,7999.642871370397,8044.333613668556,7887.916015625,7887.916015625,50754600
2023-11-13,7932.6064453125,7977.297185849471,7910.2610750440135,7932.6064453125,20827700
2023-11-14,7954.952479429272,7999.643223695728,7932.607107296044,7977.2978515625,37195700
2023-11-15,8021.987815899084,8089.023925781249,7999.6424459383625,8089.02392578125,84977900
2023-11-16,8089.023284155475,8111.36865234375,7999.641811402376,8111.36865234375,48714300
2023-11-17,8066.6779159672005,8111.36865234375,8021.987179590651,8111.36865234375,57050500
2023-11-20,8021.987926386443,8066.678666923415,7932.6064453125,7932.6064453125,49216000
2023-11-21,7887.914856826478,7954.95096042557,7843.22412109375,7843.22412109375,107614800
2023-11-22,7843.224964238556,7932.6064453125,7843.224964238556,7932.6064453125,40364800
2023-11-23,7910.261735162815,8021.988595828957,7910.261735162815,7977.2978515625,55542100
2023-11-24,7977.2978515625,8021.988595828957,7954.952479429272,7977.2978515625,43631900
2023-11-27,7954.951815580986,7999.642556117958,7932.6064453125,7932.6064453125,35679000
2023-11-28,7932.6064453125,7999.642556117958,7910.2610750440135,7932.6064453125,69070600
2023-11-29,7954.951171875,7999.6419087956465,7954.951171875,7954.951171875,54715600
2023-11-30,7977.2980242970925,8021.98876953125,7954.952651680013,8021.98876953125,205312100
2023-12-01,7977.297207795042,8021.987948454958,7954.951837465083,7999.642578125,80566400
2023-12-04,8037.810872395833,8105.166829427083,8015.35888671875,8015.35888671875,54747400
2023-12-05,8037.809726672226,8037.809726672226,7925.549814288535,7992.90576171875,94363900
2023-12-06,7948.003093372692,8037.811037930575,7903.09912109375,7903.09912109375,81852800
2023-12-07,7858.194825601983,7925.55078125,7835.742840385978,7925.55078125,91322500
2023-12-08,7903.098794642857,7948.0027650669645,7858.19482421875,7858.19482421875,43891600
2023-12-11,7790.838868582589,7880.646809430804,7790.838868582589,7858.19482421875,78642800
2023-12-12,7813.2900390625,7858.194004804239,7813.2900390625,7813.2900390625,87589300
2023-12-13,7813.290362707133,7858.194330308898,7790.838378906251,7790.83837890625,51560500
